4	transition
25	transition
36	transition
9	transition
4	transversion
33	transition
14	transition
241	transition
5	transversion
25	transition
5	transversion
2	transversion
12	transition
20	transition
2	transversion
26	transversion
16	transversion
9	transversion
9	transition
34	transition
8	transition
17	transition
5	transition
4	transition
49	transition
29	transition
6	transversion
28	transition
14	transition
21	transversion
7	transversion
8	transition
16	transition
3	transversion
8	transition
12	transition
5	transversion
64	transversion
60	transition
5	transition
19	transversion
128	transition
40	transversion
5	transition
6	transversion
18	transition
7	transversion
28	transition
6	transversion
36	transition
25	transversion
20	transition
9	transition
4	transition
19	transition
44	transversion
9	transversion
4	transversion
31	transition
7	transition
10	transversion
5	transition
31	transition
27	transition
14	transversion
4	transition
8	transition
4	transition
97	transition
21	transition
23	transition
5	transition
5	transversion
9	transition
13	transversion
7	transition
7	transversion
32	transition
14	transition
8	transversion
60	transition
31	transversion
7	transversion
30	transversion
31	transversion
5	transition
26	transition
16	transition
6	transversion
19	transversion
123	transition
18	transversion
29	transversion
25	transition
21	transition
6	transition
56	transition
23	transition
5	transition
90	transition
15	transition
7	transversion
60	transition
8	transversion
16	transition
12	transition
15	transversion
6	transition
7	transition
35	transition
7	transversion
7	transversion
6	transversion
5	transversion
9	transition
14	transition
17	transition
137	transversion
20	transition
46	transition
21	transversion
5	transition
7	transition
5	transition
2	transversion
6	transversion
38	transition
14	transition
8	transition
8	transition
6	transition
232	transition
13	transition
98	transition
8	transition
30	transversion
4	transversion
9	transition
6	transition
55	transition
8	transition
96	transition
12	transition
4	transversion
7	transversion
3	transversion
8	transition
21	transversion
16	transition
17	transversion
11	transition
276	transition
21	transversion
6	transition
47	transition
47	transition
8	transition
7	transition
11	transversion
25	transition
24	transition
6	transition
28	transition
9	transition
7	transition
3	transversion
23	transversion
20	transition
40	transition
16	transition
6	transition
8	transition
4	transversion
20	transversion
15	transition
18	transversion
56	transversion
23	transition
3	transition
241	transition
17	transversion
9	transition
7	transversion
32	transition
9	transition
31	transition
15	transition
42	transition
4	transversion
263	transition
105	transversion
4	transversion
12	transition
80	transition
25	transition
108	transversion
49	transition
127	transversion
8	transversion
5	transversion
11	transition
23	transversion
193	transition
80	transversion
160	transition
3	transversion
12	transversion
24	transition
52	transversion
10	transition
4	transversion
8	transition
8	transversion
38	transition
8	transition
22	transition
97	transversion
9	transversion
21	transition
10	transition
6	transition
7	transition
147	transition
49	transition
6	transversion
4	transition
2	transition
7	transition
5	transition
11	transversion
17	transition
9	transition
3	transversion
96	transition
15	transition
21	transversion
8	transversion
16	transition
8	transition
6	transition
67	transversion
4	transversion
42	transition
11	transversion
9	transversion
5	transition
21	transition
7	transversion
165	transition
8	transition
41	transversion
7	transition
8	transition
28	transition
64	transition
32	transition
9	transition
14	transversion
7	transition
5	transition
11	transition
108	transition
11	transversion
7	transition
80	transition
30	transition
31	transversion
16	transversion
5	transversion
101	transversion
8	transversion
16	transversion
22	transition
7	transition
25	transition
12	transition
206	transition
7	transversion
15	transition
20	transversion
71	transition
7	transversion
26	transversion
15	transversion
264	transition
26	transition
404	transversion
87	transition
154	transition
163	transversion
25	transition
12	transition
7	transition
34	transversion
68	transition
9	transition
12	transition
9	transversion
3	transversion
8	transition
18	transition
10	transition
41	transition
7	transversion
44	transition
18	transition
30	transition
76	transition
28	transition
10	transition
44	transition
14	transition
17	transition
56	transition
9	transition
15	transition
6	transition
32	transversion
15	transversion
39	transversion
51	transversion
92	transition
39	transversion
264	transition
50	transversion
24	transition
21	transversion
11	transition
6	transition
28	transversion
224	transversion
10	transition
5	transition
14	transversion
38	transition
53	transversion
415	transversion
14	transversion
15	transversion
9	transition
38	transversion
8	transversion
26	transversion
29	transition
13	transition
8	transversion
7	transversion
4	transition
14	transversion
38	transition
7	transversion
7	transition
155	transversion
102	transition
35	transversion
6	transversion
24	transition
14	transition
7	transition
37	transition
3	transversion
3	transversion
4	transversion
6	transition
10	transition
336	transversion
58	transition
3	transition
18	transition
4	transversion
11	transversion
37	transition
4	transversion
8	transition
11	transversion
92	transition
27	transition
24	transition
187	transition
5	transversion
63	transition
31	transversion
325	transversion
6	transition
162	transversion
6	transition
25	transition
22	transition
5	transversion
84	transition
21	transversion
144	transition
11	transversion
15	transversion
4	transition
13	transition
31	transition
2	transversion
24	transition
4	transversion
15	transversion
6	transition
8	transversion
11	transition
12	transition
8	transition
141	transition
12	transition
6	transition
2	transversion
5	transition
41	transition
124	transition
12	transversion
26	transition
17	transversion
66	transition
103	transition
3	transition
3	transition
16	transversion
32	transversion
9	transversion
4	transversion
36	transversion
9	transversion
8	transition
13	transition
43	transition
9	transversion
44	transition
5	transversion
18	transition
7	transition
9	transition
248	transversion
5	transition
11	transition
6	transition
43	transition
22	transversion
73	transition
6	transition
12	transition
10	transition
32	transition
22	transition
52	transition
53	transition
6	transversion
6	transition
19	transversion
109	transition
7	transversion
8	transition
29	transversion
4	transition
6	transition
9	transversion
7	transition
12	transition
7	transversion
293	transition
28	transition
64	transversion
17	transversion
13	transition
5	transversion
13	transition
13	transition
55	transition
15	transition
4	transition
94	transversion
11	transversion
11	transition
11	transition
41	transition
7	transversion
14	transition
5	transition
3	transversion
8	transversion
17	transition
8	transition
9	transversion
48	transition
11	transition
29	transition
7	transition
9	transition
13	transition
22	transition
15	transition
6	transition
6	transversion
13	transition
7	transversion
28	transition
8	transition
15	transition
178	transversion
14	transition
6	transversion
5	transition
135	transition
5	transition
14	transition
20	transition
21	transversion
16	transition
22	transversion
4	transition
15	transition
15	transition
28	transition
26	transversion
5	transversion
38	transversion
14	transversion
12	transversion
119	transition
11	transversion
18	transition
6	transversion
170	transition
4	transition
3	transversion
7	transversion
14	transition
8	transition
41	transition
11	transversion
50	transition
13	transversion
8	transition
4	transversion
7	transversion
41	transition
6	transition
36	transition
164	transition
12	transition
13	transition
7	transition
26	transition
5	transversion
45	transition
4	transition
10	transition
9	transition
13	transition
5	transition
8	transversion
125	transition
9	transition
26	transversion
108	transversion
8	transversion
5	transversion
7	transversion
8	transversion
11	transversion
31	transition
15	transition
9	transition
113	transition
66	transition
13	transition
9	transition
42	transition
11	transition
24	transversion
8	transition
5	transition
188	transversion
57	transition
21	transversion
5	transition
4	transversion
7	transition
15	transition
104	transition
14	transversion
5	transversion
26	transversion
10	transition
10	transversion
12	transition
30	transition
132	transition
4	transversion
67	transversion
18	transition
21	transition
21	transition
14	transition
6	transversion
17	transition
4	transversion
14	transversion
9	transition
6	transition
10	transversion
35	transversion
22	transversion
9	transition
11	transition
10	transition
25	transition
12	transversion
11	transition
27	transversion
33	transversion
31	transversion
20	transition
9	transition
6	transition
8	transition
5	transition
14	transition
6	transversion
7	transversion
28	transition
5	transition
48	transition
16	transition
6	transition
106	transition
11	transversion
21	transition
6	transition
19	transition
84	transversion
7	transition
14	transition
8	transversion
17	transition
7	transition
11	transversion
51	transition
4	transversion
24	transversion
9	transition
9	transition
4	transition
15	transition
7	transition
17	transition
8	transversion
73	transversion
269	transition
105	transition
6	transversion
224	transition
9	transversion
13	transition
15	transition
3	transversion
8	transition
220	transition
10	transversion
4	transition
38	transition
14	transition
39	transition
5	transition
41	transition
15	transversion
12	transition
28	transition
5	transversion
21	transition
151	transition
5	transition
42	transversion
50	transition
9	transition
5	transition
182	transversion
7	transition
14	transition
13	transition
4	transversion
12	transition
49	transition
26	transition
9	transition
11	transversion
15	transition
31	transition
37	transition
4	transversion
79	transition
3	transversion
14	transition
4	transition
9	transversion
184	transversion
7	transition
26	transition
12	transition
7	transversion
64	transition
5	transversion
3	transversion
53	transition
22	transversion
71	transversion
35	transversion
12	transition
4	transversion
19	transversion
12	transition
14	transversion
5	transversion
177	transversion
6	transversion
4	transition
33	transition
5	transversion
8	transition
10	transversion
15	transversion
14	transition
8	transversion
9	transition
29	transversion
135	transition
104	transversion
20	transition
6	transversion
13	transition
20	transversion
7	transition
118	transversion
6	transition
22	transition
3	transition
188	transition
8	transversion
9	transversion
134	transition
10	transition
15	transition
13	transversion
6	transition
9	transversion
8	transversion
8	transition
4	transition
9	transition
35	transition
16	transition
17	transversion
31	transition
19	transversion
70	transversion
18	transition
94	transversion
49	transversion
390	transition
25	transversion
14	transversion
14	transition
30	transition
15	transition
15	transition
25	transversion
4	transition
288	transversion
83	transition
3	transversion
6	transition
20	transition
6	transition
6	transition
5	transition
80	transversion
8	transition
7	transition
106	transition
5	transversion
13	transversion
7	transition
29	transversion
8	transversion
9	transition
4	transversion
19	transversion
9	transition
7	transversion
4	transition
6	transversion
91	transversion
53	transversion
12	transition
7	transversion
27	transition
11	transition
25	transversion
8	transversion
56	transversion
4	transversion
8	transition
36	transition
6	transversion
8	transition
13	transition
29	transition
23	transition
2	transversion
19	transition
7	transversion
12	transition
38	transversion
8	transversion
96	transition
16	transversion
537	transition
8	transition
113	transition
39	transition
7	transversion
16	transition
7	transition
7	transversion
7	transition
56	transition
8	transition
85	transition
11	transition
12	transition
8	transition
94	transition
16	transition
17	transition
21	transition
8	transition
7	transition
41	transition
3	transition
7	transition
14	transition
7	transition
4	transition
41	transition
59	transversion
7	transition
35	transition
13	transition
86	transition
12	transition
32	transversion
7	transversion
10	transition
7	transition
20	transversion
9	transition
27	transversion
7	transition
149	transversion
9	transversion
537	transversion
43	transition
6	transition
44	transversion
20	transition
4	transversion
7	transition
125	transition
5	transition
15	transition
103	transition
8	transition
5	transversion
7	transition
72	transversion
14	transition
2	transition
8	transversion
24	transversion
9	transition
7	transversion
6	transversion
11	transition
44	transversion
12	transversion
20	transversion
12	transition
33	transversion
28	transition
8	transition
12	transition
4	transversion
7	transversion
7	transversion
177	transversion
10	transversion
14	transversion
8	transversion
28	transition
7	transversion
7	transition
91	transition
35	transition
22	transition
18	transition
6	transition
7	transversion
171	transition
20	transversion
6	transversion
7	transition
9	transition
27	transition
50	transversion
117	transition
61	transversion
10	transition
12	transversion
8	transition
8	transition
7	transition
24	transversion
11	transition
38	transversion
25	transition
11	transversion
334	transversion
65	transition
24	transition
60	transition
27	transition
48	transition
21	transversion
12	transversion
101	transition
7	transversion
22	transition
25	transversion
25	transversion
13	transition
11	transition
7	transition
8	transition
53	transition
17	transition
17	transversion
146	transversion
4	transition
105	transversion
4	transversion
18	transition
104	transition
7	transversion
104	transversion
13	transition
4	transversion
8	transition
14	transition
10	transversion
5	transition
14	transversion
11	transition
176	transition
67	transition
32	transversion
5	transition
24	transversion
27	transition
3	transversion
21	transversion
16	transition
70	transversion
10	transversion
12	transition
53	transversion
10	transition
12	transition
129	transversion
15	transition
76	transversion
33	transition
8	transversion
12	transition
12	transversion
31	transition
66	transition
9	transversion
28	transition
19	transition
18	transition
45	transition
15	transversion
31	transition
162	transition
55	transition
15	transition
15	transition
12	transition
41	transition
29	transition
68	transition
14	transversion
11	transversion
12	transition
9	transversion
35	transversion
8	transversion
27	transition
26	transition
6	transversion
7	transition
109	transversion
441	transition
6	transition
20	transversion
20	transversion
7	transition
5	transition
118	transversion
16	transversion
44	transversion
11	transversion
9	transition
20	transition
7	transversion
10	transition
57	transition
56	transition
5	transition
29	transition
33	transition
10	transition
74	transition
6	transition
12	transition
7	transition
8	transition
7	transition
6	transition
17	transition
57	transversion
10	transition
11	transversion
270	transition
46	transition
15	transition
7	transition
14	transition
5	transversion
5	transversion
4	transversion
6	transition
34	transversion
22	transition
18	transversion
58	transition
88	transition
88	transition
9	transversion
142	transversion
18	transversion
15	transversion
7	transversion
14	transition
16	transition
16	transversion
11	transition
2	transversion
28	transition
9	transition
37	transition
5	transition
101	transition
27	transition
28	transversion
7	transversion
44	transition
13	transition
81	transition
42	transition
11	transversion
9	transversion
17	transversion
2	transversion
15	transversion
10	transversion
13	transition
4	transversion
16	transition
4	transversion
12	transition
68	transversion
10	transition
15	transition
17	transition
9	transition
11	transition
32	transition
4	transition
40	transition
22	transition
83	transversion
5	transversion
6	transversion
5	transition
14	transition
65	transversion
5	transition
6	transition
5	transversion
3	transversion
8	transition
7	transition
42	transition
13	transversion
6	transition
5	transition
7	transversion
20	transition
8	transition
15	transversion
23	transition
9	transition
6	transversion
4	transition
4	transition
8	transversion
511	transition
33	transversion
17	transition
6	transition
6	transition
11	transition
395	transition
9	transversion
9	transition
7	transition
8	transition
6	transition
122	transition
5	transition
21	transition
10	transition
77	transversion
18	transversion
17	transition
64	transversion
7	transition
168	transversion
11	transition
33	transition
2	transversion
12	transition
6	transversion
24	transversion
35	transition
7	transversion
8	transversion
5	transition
12	transversion
6	transversion
10	transition
10	transition
27	transversion
53	transversion
350	transition
45	transversion
48	transition
25	transition
9	transition
119	transition
8	transition
8	transversion
3	transversion
13	transversion
6	transition
15	transition
5	transition
174	transition
39	transition
19	transition
19	transition
61	transversion
25	transversion
22	transition
18	transition
4	transition
17	transition
40	transversion
8	transversion
69	transition
14	transition
10	transition
12	transition
12	transition
9	transversion
39	transition
14	transition
2	transversion
44	transition
6	transition
7	transversion
13	transversion
5	transversion
15	transition
17	transversion
7	transition
15	transversion
77	transition
32	transition
12	transition
86	transition
6	transversion
6	transversion
14	transition
18	transversion
27	transition
15	transversion
155	transition
17	transition
21	transversion
25	transition
24	transition
21	transition
7	transition
33	transversion
79	transition
11	transition
10	transition
6	transversion
90	transition
81	transition
27	transition
10	transversion
7	transition
54	transversion
13	transition
362	transition
23	transition
67	transition
14	transition
18	transition
9	transition
26	transversion
30	transversion
13	transversion
60	transversion
25	transition
4	transition
6	transversion
43	transition
25	transition
34	transversion
8	transversion
53	transition
41	transversion
5	transition
98	transition
532	transition
14	transversion
6	transversion
14	transition
61	transition
8	transversion
27	transversion
57	transition
16	transversion
26	transition
29	transition
34	transition
16	transversion
4	transversion
56	transversion
6	transition
4	transition
31	transversion
7	transition
7	transition
28	transversion
15	transversion
4	transition
9	transversion
3	transversion
9	transition
24	transversion
12	transversion
13	transversion
56	transition
11	transversion
57	transition
48	transition
537	transversion
12	transition
131	transition
35	transition
45	transition
24	transition
13	transition
6	transition
13	transition
6	transition
4	transition
311	transition
28	transition
38	transition
15	transition
13	transversion
13	transition
11	transversion
23	transition
20	transition
3	transition
7	transversion
21	transition
93	transition
20	transition
7	transversion
58	transition
44	transition
96	transversion
246	transition
33	transversion
20	transition
7	transversion
7	transition
56	transition
21	transition
14	transversion
51	transition
169	transition
64	transition
35	transversion
5	transition
16	transition
13	transition
23	transition
51	transition
4	transition
6	transition
8	transversion
5	transversion
6	transition
10	transition
8	transition
48	transversion
12	transversion
194	transversion
7	transversion
25	transition
96	transversion
5	transition
27	transition
444	transition
9	transversion
11	transition
47	transversion
5	transition
20	transversion
5	transition
93	transition
15	transversion
10	transition
6	transition
10	transversion
9	transition
5	transition
16	transversion
14	transversion
6	transition
5	transversion
11	transition
119	transversion
146	transversion
13	transition
10	transversion
53	transition
210	transition
19	transition
9	transition
106	transversion
19	transversion
14	transition
25	transition
6	transition
8	transition
15	transition
8	transversion
4	transition
13	transition
97	transversion
8	transition
5	transversion
47	transversion
7	transversion
18	transition
10	transition
23	transition
8	transversion
8	transversion
9	transversion
5	transition
113	transition
15	transversion
455	transition
19	transition
75	transition
5	transversion
6	transversion
6	transition
10	transition
10	transversion
22	transversion
134	transition
23	transition
4	transversion
3	transition
8	transversion
495	transition
6	transition
51	transition
48	transversion
78	transition
9	transversion
65	transition
26	transition
27	transversion
12	transversion
10	transition
9	transversion
161	transversion
10	transition
112	transition
18	transition
11	transition
277	transition
16	transition
24	transition
10	transition
82	transition
47	transition
29	transition
19	transition
16	transition
23	transition
16	transition
2	transversion
9	transition
6	transversion
36	transition
5	transversion
12	transversion
7	transition
274	transition
13	transition
10	transversion
449	transition
13	transversion
13	transition
13	transversion
9	transition
50	transversion
6	transversion
199	transition
296	transversion
2	transversion
5	transition
3	transversion
202	transversion
17	transition
9	transversion
48	transition
10	transversion
39	transition
6	transversion
529	transition
45	transversion
17	transition
5	transition
24	transition
6	transversion
8	transversion
9	transition
10	transversion
3	transversion
12	transition
4	transversion
14	transversion
14	transition
46	transition
9	transition
35	transition
47	transition
11	transversion
5	transversion
82	transversion
11	transversion
14	transversion
24	transition
82	transition
23	transition
18	transition
7	transition
56	transversion
10	transition
32	transition
16	transition
18	transversion
22	transition
17	transition
10	transition
15	transition
88	transition
47	transition
7	transition
12	transition
7	transition
9	transition
24	transition
6	transversion
7	transition
274	transition
103	transition
79	transition
7	transversion
14	transition
12	transition
6	transition
5	transversion
3	transition
69	transition
4	transversion
154	transversion
13	transition
18	transversion
13	transversion
7	transition
135	transition
7	transversion
12	transversion
104	transversion
4	transversion
5	transition
21	transversion
7	transition
34	transition
26	transversion
10	transition
7	transition
80	transition
6	transversion
68	transition
4	transition
8	transition
12	transition
4	transition
5	transversion
51	transition
41	transition
6	transversion
131	transition
14	transversion
7	transversion
29	transition
7	transition
14	transition
24	transition
17	transition
7	transversion
70	transversion
67	transition
34	transversion
7	transition
13	transversion
98	transversion
39	transition
4	transition
5	transversion
6	transition
96	transition
6	transversion
5	transversion
25	transversion
65	transversion
12	transition
21	transversion
15	transition
12	transition
8	transition
10	transition
8	transition
5	transversion
47	transition
11	transversion
56	transition
9	transition
26	transition
28	transversion
51	transversion
5	transversion
48	transition
54	transition
5	transversion
57	transition
453	transversion
11	transition
5	transversion
12	transition
41	transition
20	transition
8	transition
14	transition
12	transversion
43	transition
15	transition
54	transition
13	transition
29	transition
55	transition
16	transversion
23	transition
12	transition
21	transition
4	transversion
7	transition
33	transition
7	transition
11	transition
21	transition
30	transversion
15	transversion
11	transition
3	transition
8	transition
36	transition
137	transversion
17	transition
10	transversion
30	transition
15	transition
23	transversion
15	transversion
7	transversion
5	transversion
14	transversion
20	transition
35	transition
4	transversion
8	transversion
2	transversion
19	transition
83	transversion
6	transversion
32	transition
15	transition
8	transversion
20	transition
3	transversion
34	transition
89	transition
112	transition
32	transversion
14	transversion
121	transition
276	transition
21	transition
142	transition
65	transversion
5	transversion
5	transition
8	transversion
7	transition
4	transversion
6	transversion
14	transition
35	transition
7	transversion
25	transition
64	transition
199	transversion
146	transition
6	transversion
14	transition
19	transversion
11	transition
8	transition
2	transversion
6	transversion
4	transition
14	transversion
166	transition
28	transversion
6	transversion
87	transition
4	transition
10	transition
8	transition
18	transition
7	transversion
8	transversion
13	transversion
34	transversion
38	transition
8	transversion
18	transversion
58	transversion
12	transversion
15	transition
9	transversion
6	transition
6	transversion
206	transversion
8	transversion
12	transition
149	transition
20	transition
9	transversion
14	transversion
7	transition
6	transversion
2	transversion
43	transition
6	transversion
14	transition
125	transition
17	transversion
65	transition
4	transversion
50	transversion
8	transition
7	transversion
13	transversion
17	transition
9	transition
10	transition
13	transversion
8	transversion
7	transversion
7	transition
14	transition
23	transition
11	transversion
7	transition
5	transition
168	transversion
50	transition
14	transition
38	transition
14	transition
13	transition
14	transversion
8	transversion
7	transition
5	transversion
5	transition
7	transition
9	transition
35	transition
8	transition
16	transition
23	transversion
235	transition
10	transversion
16	transition
2	transversion
22	transition
11	transition
5	transition
175	transversion
7	transversion
27	transversion
15	transition
13	transition
15	transition
12	transition
49	transition
54	transversion
9	transversion
23	transversion
38	transition
4	transversion
18	transversion
17	transition
62	transversion
7	transition
10	transition
26	transition
6	transition
5	transition
75	transition
6	transition
6	transversion
5	transition
33	transition
12	transition
10	transition
40	transition
9	transversion
8	transversion
17	transition
14	transition
32	transition
7	transversion
8	transition
3	transversion
46	transition
12	transversion
12	transversion
12	transversion
21	transversion
24	transition
6	transversion
5	transversion
5	transition
155	transversion
8	transition
6	transversion
31	transition
47	transversion
6	transition
11	transition
3	transversion
18	transition
6	transition
55	transversion
5	transition
8	transition
82	transition
27	transversion
13	transition
69	transversion
9	transversion
6	transition
11	transversion
12	transition
10	transversion
17	transversion
4	transversion
192	transversion
8	transversion
14	transition
8	transition
9	transition
8	transversion
41	transition
5	transversion
90	transversion
11	transition
9	transition
20	transition
26	transversion
33	transversion
6	transversion
18	transversion
5	transversion
7	transition
58	transition
4	transition
9	transversion
69	transversion
7	transition
25	transversion
7	transversion
11	transversion
14	transition
28	transition
6	transition
11	transition
9	transversion
43	transition
178	transition
8	transition
7	transversion
6	transition
5	transition
16	transition
2	transversion
89	transition
12	transversion
8	transition
4	transversion
17	transition
7	transition
8	transversion
7	transversion
5	transversion
80	transition
5	transition
62	transition
6	transition
8	transition
9	transition
38	transition
2	transversion
130	transition
36	transition
48	transition
12	transition
7	transition
23	transition
30	transition
40	transition
10	transition
13	transversion
44	transition
7	transversion
21	transversion
3	transversion
6	transition
19	transition
19	transition
10	transition
7	transition
7	transversion
18	transition
16	transversion
8	transition
8	transversion
19	transition
10	transition
16	transition
22	transversion
7	transversion
11	transversion
30	transversion
70	transition
24	transition
93	transition
8	transition
14	transversion
17	transversion
6	transversion
7	transition
61	transition
9	transition
22	transition
25	transition
6	transversion
63	transition
11	transversion
22	transition
4	transversion
22	transition
6	transversion
7	transversion
4	transition
24	transition
10	transversion
68	transition
8	transversion
5	transition
260	transition
9	transition
38	transition
5	transition
423	transition
7	transversion
9	transversion
237	transition
9	transversion
6	transition
3	transversion
36	transversion
12	transition
7	transition
10	transversion
7	transition
20	transition
12	transition
11	transition
282	transversion
21	transition
7	transversion
74	transition
12	transition
30	transition
43	transition
9	transition
9	transversion
4	transversion
22	transversion
52	transversion
10	transversion
10	transversion
61	transition
10	transversion
39	transversion
11	transition
8	transversion
9	transversion
17	transversion
6	transition
10	transversion
15	transversion
20	transversion
9	transition
152	transition
42	transition
20	transition
2	transition
81	transition
19	transition
86	transversion
6	transition
8	transition
5	transversion
9	transversion
299	transversion
3	transversion
8	transition
12	transition
11	transversion
28	transversion
27	transition
4	transversion
14	transition
8	transition
39	transition
5	transition
28	transition
13	transition
11	transition
4	transition
8	transversion
5	transversion
8	transition
5	transition
29	transition
58	transition
10	transversion
3	transversion
4	transversion
6	transversion
6	transversion
15	transition
3	transversion
11	transition
11	transition
25	transition
15	transversion
8	transition
83	transversion
4	transition
87	transition
186	transversion
5	transition
33	transition
11	transition
22	transition
17	transversion
19	transversion
31	transition
43	transition
121	transversion
28	transversion
102	transition
35	transition
104	transversion
29	transversion
5	transition
6	transversion
6	transition
10	transversion
8	transversion
32	transversion
25	transition
10	transition
9	transition
9	transition
87	transversion
17	transition
2	transversion
58	transition
5	transition
24	transversion
74	transversion
57	transversion
66	transition
38	transition
18	transition
9	transversion
8	transition
22	transversion
47	transversion
9	transition
5	transversion
31	transition
31	transition
22	transversion
2	transversion
14	transition
11	transversion
16	transition
4	transition
25	transition
27	transition
46	transition
166	transition
11	transversion
6	transition
10	transition
68	transition
41	transversion
4	transversion
19	transition
26	transition
28	transition
21	transition
12	transition
15	transition
6	transition
5	transition
75	transition
33	transition
19	transition
9	transition
18	transition
28	transversion
17	transition
5	transition
4	transversion
7	transition
17	transition
126	transition
26	transition
38	transition
8	transition
10	transversion
58	transition
16	transversion
6	transversion
169	transition
13	transition
11	transition
10	transversion
5	transition
30	transition
207	transition
29	transition
12	transition
30	transversion
9	transition
65	transition
20	transition
29	transversion
14	transition
15	transition
19	transition
10	transversion
32	transition
160	transition
18	transversion
10	transition
13	transition
26	transition
5	transversion
65	transition
97	transition
29	transversion
42	transversion
40	transversion
69	transversion
6	transversion
98	transition
83	transversion
7	transversion
56	transition
14	transition
16	transversion
27	transversion
8	transition
18	transition
6	transition
30	transition
5	transition
7	transversion
17	transversion
7	transition
4	transversion
55	transition
4	transversion
77	transition
15	transversion
40	transversion
9	transition
91	transition
5	transversion
6	transition
5	transition
30	transversion
53	transversion
37	transversion
9	transition
20	transition
69	transition
22	transversion
6	transversion
4	transversion
3	transversion
4	transversion
71	transition
9	transition
9	transition
36	transversion
41	transition
6	transversion
15	transition
21	transition
10	transversion
7	transition
26	transversion
15	transversion
10	transition
6	transversion
222	transition
7	transversion
25	transition
16	transition
11	transition
15	transition
7	transversion
7	transversion
28	transversion
27	transition
41	transition
34	transition
68	transition
4	transition
12	transition
106	transition
7	transition
39	transversion
4	transition
4	transition
11	transversion
53	transition
11	transition
27	transition
26	transition
22	transition
6	transition
78	transition
5	transversion
27	transition
4	transition
33	transition
18	transition
10	transition
4	transition
3	transition
76	transversion
18	transversion
148	transversion
9	transversion
2	transversion
22	transition
10	transition
152	transversion
61	transition
6	transition
2	transition
13	transition
63	transition
25	transition
13	transversion
9	transversion
120	transition
23	transition
14	transition
9	transition
8	transition
216	transition
12	transversion
13	transversion
9	transversion
32	transversion
25	transition
14	transversion
14	transition
7	transition
5	transversion
8	transversion
31	transition
56	transition
7	transition
26	transition
13	transition
13	transition
228	transversion
4	transversion
21	transition
13	transition
8	transition
17	transition
5	transversion
14	transversion
69	transversion
19	transition
10	transition
7	transition
11	transition
6	transition
27	transition
18	transition
80	transversion
17	transition
6	transition
17	transversion
95	transition
10	transversion
3	transition
6	transversion
183	transition
47	transition
12	transversion
14	transversion
16	transversion
5	transversion
17	transversion
5	transition
331	transition
3	transversion
12	transversion
6	transversion
3	transition
10	transversion
21	transversion
82	transition
8	transition
8	transition
134	transition
23	transition
50	transition
35	transversion
32	transition
62	transition
5	transversion
134	transition
9	transition
33	transition
4	transversion
6	transversion
9	transversion
10	transition
13	transition
20	transition
9	transversion
63	transition
151	transversion
45	transversion
11	transition
16	transition
13	transversion
34	transversion
110	transition
99	transversion
14	transition
4	transition
